15.365,15.362,15.344,15.335,15.283,15.17,14.375,12.537,11.766,10.198,8.784,7.427,6.053,4.375,2.605,2.108,1.851
0.8201,0.6251,0.3604,0.2972,0.1387,0.1038,0.0798,0.0655,0.0596,0.0506,0.0424,0.0351,0.0281,0.0199,0.0115,0.0092,0.008
